iter	RMSE
0	0.003935683908
1	0.003838215471
2	0.003755281016
3	0.003709707925
4	0.003627209616
5	0.003555711766
6	0.003495933272
7	0.003424854934
8	0.003348267862
9	0.003287407301
10	0.003227385759
11	0.003170746589
12	0.003114443902
13	0.003065659138
14	0.003020580735
15	0.002965519964
16	0.002914921832
17	0.00288088924
18	0.002832326191
19	0.002782231707
20	0.002724608217
21	0.00268665118
22	0.002636437365
23	0.002595325756
24	0.00256523347
25	0.002516750091
26	0.002483031124
27	0.002445519001
28	0.002411241768
29	0.00237643261
30	0.002339359665
31	0.002309398829
32	0.002276420699
33	0.00225052213
34	0.002220304311
35	0.002187400624
36	0.002154490504
37	0.002118504251
38	0.002090932686
39	0.002062726863
40	0.002046538299
41	0.002017346534
42	0.001996632171
43	0.001969607148
44	0.001944461536
45	0.001924848637
46	0.001905639677
47	0.001883451031
48	0.001856747422
49	0.001830419662
50	0.0018058842
51	0.001778184044
52	0.001762116516
53	0.001738215015
54	0.001728273426
55	0.001712525882
56	0.00169885016
57	0.001689088019
58	0.00166810229
59	0.001657035518
60	0.001637960804
61	0.001620615982
62	0.00161003883
63	0.001594952234
64	0.001577759972
65	0.001568301892
66	0.001548622617
67	0.001534705454
68	0.001514221342
69	0.001504427239
70	0.001487236836
71	0.001476675198
72	0.00146744487
73	0.001458768999
74	0.00144631685
75	0.001435079738
76	0.001419917765
77	0.001412551243
78	0.001394557956
79	0.001377338037
80	0.001364974765
81	0.001351608719
82	0.001342057248
83	0.001328559698
84	0.001314160196
85	0.001301330093
86	0.00128489306
87	0.001273974062
88	0.001267157991
89	0.001261840111
90	0.001252967904
91	0.001246014832
92	0.001235512318
93	0.001226974609
94	0.001219981361
95	0.001210599667
96	0.001206565825
97	0.001197221558
98	0.001190497172
99	0.00117882595
100	0.00117097661
101	0.001154922069
102	0.001144801763
103	0.001133926651
104	0.001128329255
105	0.001117549571
106	0.001111338822
107	0.001104813559
108	0.00109746066
109	0.001092032026
110	0.001085250215
111	0.001072232823
112	0.001067505191
113	0.001062209539
114	0.001057873718
115	0.001051896252
116	0.001046020167
117	0.001041286451
118	0.001037384382
119	0.001029727713
120	0.001023646951
121	0.001018164704
122	0.001015210371
123	0.001011377037
124	0.001005500907
125	0.001000139723
126	0.0009933796053
127	0.0009877197565
128	0.0009813157079
129	0.0009752345047
130	0.000968496858
131	0.0009620489731
132	0.0009594564857
133	0.0009523402764
134	0.0009478465752
135	0.000943277865
136	0.0009382755763
137	0.0009284566327
138	0.0009241026914
139	0.0009199652973
140	0.0009154526847
141	0.0009082144968
142	0.0009011436724
143	0.0008962944363
144	0.0008900776861
145	0.0008842992435
146	0.0008789950032
147	0.0008702465186
148	0.0008661160267
149	0.0008619502572
150	0.000856368202
151	0.0008533778808
152	0.0008491706424
153	0.0008453073233
154	0.00084156719
155	0.0008366279055
156	0.000832600442
157	0.0008292021448
158	0.0008254817993
159	0.0008194535624
160	0.0008160339734
161	0.0008113701063
162	0.0008068646202
163	0.000800446653
164	0.0007954940991
165	0.0007921870081
166	0.0007856996488
167	0.0007828218426
168	0.0007772047879
169	0.000772436851
170	0.0007683005902
171	0.0007653126916
172	0.0007621694076
173	0.000758529207
174	0.0007565004527
175	0.0007528021405
176	0.0007495363978
177	0.0007445993536
178	0.0007402824474
179	0.0007374484798
180	0.000732834106
181	0.0007303257737
182	0.0007257008753
183	0.0007229982002
184	0.0007202219692
185	0.0007156431752
186	0.0007117830078
187	0.0007080364697
188	0.0007057196519
189	0.0007020729897
190	0.0006998274069
191	0.0006956360868
192	0.0006913792462
193	0.0006887580026
194	0.0006858916481
195	0.0006829365393
196	0.0006811629372
197	0.0006791905137
198	0.0006764315691
199	0.0006733130276
200	0.000669349776
201	0.0006663548437
202	0.0006631821066
203	0.0006602952413
204	0.0006567336194
205	0.0006528210832
206	0.000649827255
207	0.0006485808185
208	0.0006461355745
209	0.0006441905152
210	0.0006415447603
211	0.0006396257363
212	0.0006378190004
213	0.0006364128711
214	0.0006347688957
215	0.0006325425681
216	0.0006305653827
217	0.0006286953342
218	0.0006264703626
219	0.0006255708087
220	0.0006226279353
221	0.0006190499933
222	0.0006174739656
223	0.0006158273609
224	0.0006122748042
225	0.0006112287364
226	0.0006073171242
227	0.0006054164526
228	0.0006029734401
229	0.000600486619
230	0.0005979319249
231	0.0005966064333
232	0.0005918755463
233	0.0005903608227
234	0.0005890057441
235	0.0005869200242
236	0.0005851545526
237	0.0005842952631
238	0.0005834301956
239	0.0005793306666
240	0.0005773612476
241	0.0005752327486
242	0.000573823251
243	0.0005732180798
244	0.0005717480828
245	0.00056967921
246	0.0005653114139
247	0.0005646516846
248	0.0005632949401
249	0.0005610623208
250	0.0005582034251
251	0.0005537969161
252	0.000551019018
253	0.0005484648874
254	0.0005472908064
255	0.0005460131404
256	0.0005421752719
257	0.0005406712491
258	0.0005372399412
259	0.0005337959584
260	0.0005321418979
261	0.0005294999537
262	0.0005289617829
263	0.0005248959212
264	0.0005245167826
265	0.0005192728288
266	0.0005158078315
267	0.0005142536208
268	0.0005118091967
269	0.0005097598206
270	0.000507620773
271	0.0005058102599
272	0.0005049026188
273	0.000503819756
274	0.0005032221114
275	0.0004994040574
276	0.0004963319857
277	0.0004953840727
278	0.000492694344
279	0.000489767024
280	0.0004874457988
281	0.0004851273084
282	0.000482717583
283	0.0004822732567
284	0.0004806226288
285	0.0004793584308
286	0.00047697354
287	0.0004750884215
288	0.0004713699849
289	0.0004694802849
290	0.0004689074216
291	0.0004654284194
292	0.0004641380218
293	0.0004634953595
294	0.0004625013837
295	0.0004618987462
296	0.0004588644909
297	0.0004581066775
298	0.0004559647081
299	0.0004521972422
300	0.0004492164525
301	0.0004462403462
302	0.0004434544826
303	0.0004421262486
304	0.0004388694348
305	0.0004377605607
306	0.0004348742074
307	0.0004320720974
308	0.0004307513709
309	0.0004300531463
310	0.0004291712206
311	0.0004270270736
312	0.0004258077077
313	0.0004229792593
314	0.0004213098618
315	0.0004199092799
316	0.0004176517348
317	0.0004148608226
318	0.0004137183344
319	0.0004120058437
320	0.0004101211764
321	0.0004073755362
322	0.000405905223
323	0.0004043618753
324	0.0004025825662
325	0.0004008048909
326	0.0003983754649
327	0.0003961087206
328	0.0003948820349
329	0.0003931870889
330	0.0003919591955
331	0.0003911384484
332	0.0003890002019
333	0.0003877765824
334	0.0003865634703
335	0.0003849654495
336	0.0003826276267
337	0.0003817003973
338	0.0003815247331
339	0.0003800189154
340	0.000379031622
341	0.0003767371784
342	0.0003743160866
343	0.0003724701236
344	0.0003707657661
345	0.0003689947153
346	0.0003673104166
347	0.0003666790841
348	0.0003662697206
349	0.0003650217462
350	0.0003641201361
351	0.0003624519956
352	0.0003611201421
353	0.0003605184307
354	0.0003601660507
355	0.0003594120045
356	0.0003591666451
357	0.0003571025443
358	0.0003559460248
359	0.000353947421
360	0.0003522625214
361	0.0003505093219
362	0.0003501623264
363	0.0003488171386
364	0.0003465616967
365	0.0003446510312
366	0.0003443040721
367	0.0003421886772
368	0.0003410490626
369	0.0003394293464
370	0.0003386302276
371	0.0003377990221
372	0.0003358934585
373	0.0003350945166
374	0.0003340635037
375	0.0003325215291
376	0.0003320304635
377	0.000331241767
378	0.0003307281262
379	0.0003288037752
380	0.0003270531406
381	0.0003248744895
382	0.0003232306748
383	0.0003216648941
384	0.0003209670616
385	0.000318926429
386	0.0003169283161
387	0.0003162330454
388	0.0003159030459
389	0.0003140743115
390	0.0003127021518
391	0.000312474354
392	0.0003106483325
393	0.0003102564145
394	0.0003092960631
395	0.00030888744
396	0.0003081179712
397	0.0003061083376
398	0.0003052508132
399	0.0003034260589
400	0.0003029657789
401	0.0003015976188
402	0.0003009408328
403	0.0003001672699
404	0.000298749627
405	0.0002973761823
406	0.0002958709472
407	0.0002947841581
408	0.0002928688859
409	0.000291677801
